,emotion,labels_clean
40067,lonely,We talk but he is with someone now so
40068,lonely,That would be selfish of me 
40094,sad,wouldnt that be nice no worries no responsibilities not a care in the world
40095,sad,yes just playing outside all the time no smartphones no snapchat
40096,sad,I know right I want to go back to like 8
40097,sad,no bills
40127,sad,Oh its pity Try to earn more money to buy it
40128,sad,Yeah It happens always
40129,sad,I am trying But there are always some emergency that come out for me to spend on
40130,sad,What happened I hope everything is alright and nothing really horrible happened
40131,sad,Come on You should grow up What a petty concern you have
40132,sad,Yeah everything is fine But my favorite tea cup was broken
40208,lonely,Thats great I dont like being alone all the time really
40209,lonely,Oh thats horrible Yes you have overcome a lot it sounds like Your outlook seems great now
40210,lonely,Yes its been 2 years since I get walked out on at the alter Now I have sorted myself out and have my life in front of me thats why I have decided to get a companion now
40275,lonely,thats so sad
40276,lonely,All it takes is just a smile and a hello and at least you have one now Me
40277,lonely,Yea I wish I could make some new friends
40292,sad,wow interesting
40293,sad,i am sure you wont miss it
40294,sad,Yeah my friends and I had a little ritual gettogether to watch it on Sundays Gonna miss that
40370,lonely,Have you ever thought of talking to someone online
40371,lonely,Perhaps you should join Facebook
40372,lonely,My best friend moved to New Zealand so I sometimes talk to her online But teh time difference is tough to work atround
40458,sad,Aww you must have been close to them
40459,sad,Thats hard to lose someone so close to you At least their memory will live on forever with you
40460,sad,Yes we did everything together
40474,lonely,Im sorry to hear that
40475,lonely,Do you think there are any reasons for that
40476,lonely,I have tried to have friends but it never works
40614,lonely,Yeah  did you have a good time
40615,lonely,OH dear Maybe you can find some friends online
40616,lonely,No I hate being by myself
40658,lonely,Im sorry to hear that What did you do about it
40659,lonely,That always makes me fee better 
40660,lonely,i went to walmart to walk around and spend some money
40693,sad,Im sorry you feel down
40694,sad,I hope you feel better that must be tough
40695,sad,Its hard to be happy during this time of the year
40755,lonely,Youre not alone Youve got me
40756,lonely,Good Im ful of beans
40757,lonely,And they are a musical fruit
40758,lonely,Im preparing to watch lots of soccer on TV today You have to prepare fully before attempting this
40759,lonely,Well that is nice  How are you
40760,lonely,LOL  Beans beans good for your heart
40761,lonely,That make you toot  LOL what are you doing
40769,sad,That is so terrible
40770,sad,I hope you feel better
40771,sad,Yes It is She is  a lab  Will really miss my dog
40772,sad,Yes Thank you
40892,sad,That is so sad
40893,sad,Yeah it will take some for the pain to go away
40894,sad,Im really sad about it I dont think Ill be able to get another dog for a while
40982,lonely,How long were you deployed for And thank you for your service
40983,lonely,In the medical clinic I bet quiet nights were ok
40984,lonely,A year that time Thank you I had an evening shift at the medical clinic The nights were extremely quiet
40985,sad,Oh my goodness Im sorry I have a dog and two cats
40986,sad,That says a lot about your spouse when losing your pet is worse 
40987,sad,Yeah It was the worst day of my life worst than my divorce ha
41025,lonely,Yes and it was the worst experience of my life Have you
41026,lonely,Oh my I hope you dont feel scared living alone
41027,lonely,Yeah just recently I left my husband
41141,sad,Oh no Hopefully youre able to get it all fixed up so you can use it again
41142,sad,Thats quite a bummer
41143,sad,I will not be able to fix it I need to go to work It is making me feel bad
41194,lonely,I feel for youbut dont take it the hard wayits well
41195,lonely,Thats what you should do
41196,lonely,I need to focus on other things instead 
41257,lonely,who felt left out Im confued
41258,lonely,Thats unfortunate what did she end up doing
41259,lonely,My sistershe was not invited for a party by her friendsso she started feeling bored
41332,sad,You have to give your spot to someone else What do you mean exactly
41333,sad,Thats unfortunate but an emergency is an emergency
41334,sad,only two people can fit into the remaining spot in the car and there was this woman that said she needed to go to the hospital ASAP and since there were no taxis I had to let her
41373,lonely,Oh Im sorry you had that experience When I was traveling crosscountry I used to FaceTime or Skype friends and family Would that work for you
41374,lonely,Thats very true Another thing I did was find a Trader Joes or some sort of store and stock up on decent food Eating alones no fun but at least youre safe and nourished
41375,lonely,I could do that but I do not like to go out to eat alone  Skype does not help with that
41439,sad,Oh no  Did you ever find him again
41440,sad,I am sorry to hear that  Maybe he will find his way back home some day
41441,sad,no i even put the cage outside and i was hoping he will come back but he didnt Im so sad he was such a sweet little guy
41445,lonely,Why alone
41446,lonely,So where did you sped the time alone
41447,lonely,I dont have many friends this is normal for me though
41448,lonely,In my room
41458,sad,Im so sorry to hear that Losing family can be and is very tough
41459,sad,Thats all you really can do I hope you find that you heal in time
41460,sad,I agree still its all part of the life process so I try to cherish the memories and accept it
41488,sad,Oh no thats terrible Im sorry you had to go through that Pets are our family
41489,sad,Im sorry I hope memories of your dog bring you comfort
